iter,time,reward,steps,convergence
1,0.0009575699999970766,-294.5,298.53,90.09
2,0.0015048930000034488,-299.0,300.0,81.17999999999999
3,0.002460842000004959,-299.0,300.0,72.17099999999999
4,0.003168896999994786,-299.0,300.0,63.083078516903484
5,0.003913005000001135,-299.0,300.0,53.98497851690348
6,0.004220806000006405,-299.0,300.0,44.73451751690349
7,0.004946048000007863,-299.0,300.0,35.41910261690349
8,0.005579605000008314,-299.0,300.0,26.046703080313495
9,0.006158229999996934,-297.89,299.9,17.12326732474735
10,0.006548865999988607,-297.76,299.77,7.650623700109446
11,0.007186178999987192,-297.86,299.87,7.045244437935335
12,0.007504664999984811,-259.6,280.8,6.7181810378288445
13,0.008198491999976909,-235.52,268.84,6.423823977733001
14,0.008876407999977687,-289.94,295.99,5.95681429254006
15,0.009702594999964731,-283.57,292.65,5.546925063418486
16,0.010387002999962647,-217.18,257.57,5.434364709332227
17,0.010887866999951257,-222.06,266.49,5.201967071637813
18,0.01151544599994736,-291.28,297.33,5.0951876876465265
19,0.012198345999948401,-277.89,287.98,4.773439332708643
20,0.012827020999949923,-283.51,291.58,4.857304078249228
21,0.013032267999960823,-266.53,284.7,4.932782349235753
22,0.013547660999961408,-294.0,298.03,4.992746501768988
23,0.013905491999963715,-299.0,300.0,5.0749197207734
24,0.014528245999969158,-284.78,293.86,5.13170239916095
25,0.015153512999972918,-297.84,299.85,5.109167137295048
26,0.016275137999969047,-295.14,298.16,5.003955995551264
27,0.017017512999970563,-295.57,298.59,4.95860746668216
28,0.017491858999974852,-278.85,290.96,5.231499808666537
29,0.018121443999973508,-293.17,297.2,4.8571238112678286
30,0.018725176999964788,-294.26,298.29,4.643543504993943
31,0.01923700699997255,-272.89,287.02,4.7043981228272616
32,0.01986103799997352,-160.36,230.04,4.253671543413819
33,0.0204169179999667,-296.31,298.32,4.181128194825793
34,0.02105113399996128,-181.4,240.98,4.288823143031815
35,0.0215630149999555,-287.75,295.82,4.348098728527292
36,0.021897580999961974,-256.53,279.75,4.285937428346867
37,0.022519522999957076,-236.47,272.82,4.445656368513767
38,0.022965841999962322,-275.7,289.83,4.57400538370552
39,0.023502040999957785,-257.2,283.45,4.738478873051325
40,0.02381646299996021,-180.21,242.82,4.854501819328745
41,0.024141742999958637,-193.19,247.72,4.722379127491271
42,0.024649098999958596,-200.64,248.1,5.0119490725605305
43,0.02535282499995617,-221.21,257.56,4.822417202280736
44,0.025837753999951474,-98.7,182.52,4.63477308406073
45,0.02623517699996114,-156.47,229.18,4.954973095268263
46,0.02647245599996495,-213.7,259.14,5.059876950015043
47,0.026661746999977254,-253.32,275.53,4.908491991661043
48,0.026958876999970016,-220.28,262.69,4.526782803992148
49,0.027187985999972852,-271.9,290.07,4.766640046052525
50,0.027724518999974634,-224.63,260.98,4.939466808316942
51,0.028475595999964298,-167.82,229.42,5.260066439586597
52,0.028970254999961753,-135.67,212.42,5.080767829985074
53,0.029310370999965585,-118.17,197.95,4.928408192308554
54,0.029902648999964754,-67.88,162.81,5.211001522537307
55,0.03010158099996829,-171.55,230.12,5.174735654570378
56,0.03050812299997574,-97.31,183.15,5.212037802820602
57,0.030770562999975937,-226.52,259.84,5.251024541773264
58,0.031087180999975317,-279.68,291.79,5.461504845581663
59,0.03135987899997872,-280.23,289.31,5.350169234638449
60,0.03175606399997832,-241.11,270.39,5.074047148984838
61,0.0320319529999864,-201.3,245.73,4.732462525024509
62,0.032611598999992,-183.16,236.68,4.803356218581044
