Cluster size,Silhouette Score,Completeness Score,Homogeneity Score
2,0.365995507336,0.506979908822,0.203090071055
5,0.316912953258,0.588353792514,0.527942035501
10,0.272795984016,0.536525463723,0.69271750508
15,0.236232844451,0.478286459708,0.709791781994
20,0.216524116706,0.455837342837,0.729377228489
25,0.186174007633,0.419594168972,0.729459647682
30,0.168613079568,0.410300090579,0.751888554189
35,0.174524441469,0.403092008884,0.769612331694
40,0.158705545595,0.387999865984,0.76244928413
