iter,time,reward,steps,convergence
1,0.142830928,-299.0,300.0,83.24403418814619
2,0.025075739999999902,-299.0,300.0,46.4061334081752
3,0.025531135999999677,-297.06,299.07,37.78278533330026
4,0.01824324200000005,-262.68,282.87,16.904249237288365
5,0.017799189999999854,-225.93,257.23,13.915364203138495
6,0.07521327800000055,-241.56,266.8,9.605058728841147
7,0.028523192999999836,-220.29,256.64,6.106172135346338
8,0.05373489599999992,-196.83,236.21,4.627243721852744
9,0.02406976400000005,-110.73,180.41,2.908675781961038
10,0.025268916000000807,-17.42,115.38,1.932931565630513
11,0.030756299000000098,49.61,52.39,1.491915653805421
12,0.03575509700000001,64.34,37.66,1.02233674634674
13,0.03250438199999994,64.54,37.46,0.8429879762051735
14,0.07125150700000038,64.24,37.76,0.6907626937865965
15,0.054493794999999956,64.04,37.96,0.5211660778770262
16,0.0502294059999997,63.7,38.3,0.3756831933428871
17,0.04432518399999985,64.21,37.79,0.23691787974688167
18,0.04992180599999951,64.77,37.23,0.12685221983410308
19,0.05290689300000029,64.28,37.72,0.06132773890845819
20,0.07003968900000057,62.31,39.69,0.03418269010151942
21,0.09742382800000016,63.73,38.27,0.024193651919707015
22,0.09785697700000018,64.37,37.63,0.014857130091130877
23,0.08676762600000032,64.78,37.22,0.007808276313959084
24,0.09299425599999989,63.84,38.16,0.004515055504084486
25,0.1939497560000003,64.75,37.25,0.0028049474614446623
26,0.11580849300000118,64.76,37.24,0.0016263818534305585
27,0.15010741300000063,64.86,37.14,0.000937052280669981
28,0.11117714800000122,64.12,37.88,0.0006788677976636848
29,0.0840025139999998,64.35,37.65,0.0003819112892013976
30,0.11071166700000035,63.86,38.14,0.00019478132939987347
31,0.1535458529999989,63.72,38.28,9.365275766270997e-05
32,0.10258078800000092,64.71,37.29,4.317191998559622e-05
33,0.10152656100000002,64.38,37.62,1.9266468965994932e-05
34,0.09837402500000003,63.25,38.75,8.378184489288287e-06
35,0.10805474100000012,63.43,38.57,3.566966064738608e-06
36,0.22499175900000168,63.78,38.22,1.4921375797172232e-06
37,0.3483005670000008,64.07,37.93,6.150303084595521e-07
38,0.15299414299999903,63.98,38.02,2.503399274544904e-07
39,0.4600776669999984,64.15,37.85,1.0080723811256576e-07
40,0.5510406420000002,63.23,38.77,4.0218041341688604e-08
41,0.2548107309999992,65.26,36.74,1.5916454820796844e-08
42,0.15198193300000007,64.0,38.0,6.254738948996419e-09
43,0.1793814720000011,64.09,37.91,2.442755331344415e-09
44,0.17781165200000082,65.02,36.98,9.487983732014982e-10
45,0.16690593000000042,63.88,38.12,3.667404158136378e-10
46,0.16362722400000074,64.58,37.42,1.41143097209806e-10
47,0.1303713549999994,65.23,36.77,5.411138204181043e-11
48,0.13087893500000014,65.01,36.99,2.0673240896940115e-11
49,0.1291101450000003,63.97,38.03,7.87370169064161e-12
50,0.14164376899999986,63.93,38.07,2.9896085607106215e-12
51,0.14569429199999995,63.72,38.28,1.1315393066979595e-12
52,0.12749113599999973,64.52,37.48,4.298783551348606e-13
53,0.13655591300000047,64.22,37.78,1.6076029396572267e-13
54,0.12602041100000072,63.31,38.69,6.039613253960852e-14
55,0.16636102399999864,63.74,38.26,2.398081733190338e-14
56,0.34115950500000025,63.67,38.33,7.993605777301127e-15
57,0.29193767099999945,64.49,37.51,1.7763568394002505e-15
58,0.4099882569999984,63.83,38.17,1.7763568394002505e-15
59,0.3584968480000015,64.73,37.27,0.0
60,0.2066251809999997,64.19,37.81,0.0
61,0.34687761600000044,65.0,37.0,0.0
62,0.18034986400000008,63.88,38.12,0.0
63,0.2790600629999993,64.19,37.81,0.0
64,0.21962956600000183,64.59,37.41,0.0
65,0.24755450800000034,63.69,38.31,0.0
66,0.26497398300000086,63.77,38.23,0.0
67,0.3187084490000025,62.75,39.25,0.0
68,0.19023937100000055,63.6,38.4,0.0
69,0.2451429350000005,64.81,37.19,0.0
70,0.1922921510000002,64.24,37.76,0.0
71,0.1899757440000016,63.16,38.84,0.0
72,0.18847977900000146,63.56,38.44,0.0
73,0.19399263599999728,63.18,38.82,0.0
74,0.1871780439999995,64.47,37.53,0.0
75,0.2808761209999986,63.86,38.14,0.0
76,0.4527473759999978,64.6,37.4,0.0
77,0.2542424099999998,63.76,38.24,0.0
78,0.3982958409999995,63.76,38.24,0.0
79,0.2455695569999996,64.57,37.43,0.0
80,0.5073360569999998,65.4,36.6,0.0
81,0.4917548150000002,63.97,38.03,0.0
82,0.3463844939999987,64.86,37.14,0.0
83,0.312360850000001,63.55,38.45,0.0
84,0.29438094500000034,63.86,38.14,0.0
85,0.2923485069999998,63.89,38.11,0.0
86,0.2578255229999975,64.05,37.95,0.0
87,0.2650114859999988,63.83,38.17,0.0
88,0.22111281000000105,63.27,38.73,0.0
89,0.22899724199999838,64.5,37.5,0.0
90,0.2162940649999996,63.92,38.08,0.0
91,0.38172528899999847,63.94,38.06,0.0
92,0.24264388599999975,64.01,37.99,0.0
93,0.22343589200000125,64.06,37.94,0.0
94,0.24118483499999854,64.87,37.13,0.0
95,0.23939191799999904,63.52,38.48,0.0
96,0.23139710899999955,64.91,37.09,0.0
97,0.2389272180000006,64.48,37.52,0.0
98,0.2364134830000033,64.18,37.82,0.0
99,0.2506325079999989,64.14,37.86,0.0
100,0.27451711199999806,64.82,37.18,0.0
101,0.28179624199999864,64.97,37.03,0.0
102,0.2839170300000049,63.85,38.15,0.0
103,0.276540341999997,63.96,38.04,0.0
104,0.28603657300000407,62.84,39.16,0.0
105,0.29286275399999795,63.85,38.15,0.0
106,0.27588407800000425,63.84,38.16,0.0
107,0.27867226300000425,64.12,37.88,0.0
108,0.3136941210000046,62.58,39.42,0.0
109,0.3528084029999974,63.65,38.35,0.0
110,0.2878424649999971,63.62,38.38,0.0
111,0.3089834410000023,64.72,37.28,0.0
