iter,time,reward,steps,convergence
1,0.0014864390000184358,-907.63,300.0,92.07000000000001
2,0.0023378040000352485,-511.94,300.0,85.14000000000001
3,0.003139263999855757,-401.33,300.0,78.21000000000001
4,0.003947773999698256,-513.93,300.0,70.54592633640002
5,0.004743063999512742,-449.79,300.0,62.21107477188001
6,0.005559315999562386,-383.14,300.0,54.13642690609235
7,0.006391598999471171,-544.5,300.0,45.43877390265746
8,0.007440077999490313,-419.22,300.0,36.813576463047006
9,0.008254987999407604,-400.44,300.0,28.381997134771137
10,0.00904422499957036,-493.21,300.0,19.621501870367588
11,0.009837005999770554,-479.02,300.0,19.40084887872523
12,0.010641941999665505,-387.68,300.0,17.361318409456295
13,0.013101975999688875,-414.66,300.0,16.010111367604424
14,0.013911139999663646,-399.91,300.0,16.04800953582465
15,0.014703154999779144,-418.02,300.0,15.990860805366703
16,0.015660460999697534,-396.34,300.0,16.200129764540083
17,0.016496520999680797,-369.77,300.0,16.050129212136195
18,0.01743640699964999,-393.75,300.0,16.882994125553438
19,0.018237552999607942,-398.67,300.0,17.098670409856833
20,0.019175422999524017,-391.08,300.0,17.588655177626165
21,0.019972553999423326,-447.18,300.0,15.707684071106314
22,0.020815677999507898,-413.98,300.0,16.269308715281056
23,0.02184278099957737,-449.31,300.0,17.072910116869217
24,0.022643802999482432,-448.44,300.0,16.04893120778887
25,0.023444940999524988,-391.24,300.0,15.303210486381394
26,0.024272528999517817,-395.48,300.0,14.645169621138425
27,0.025074440999560466,-423.96,300.0,14.727493337265518
28,0.026146641999503117,-437.7,300.0,14.272609526582007
29,0.026938520999465254,-404.91,300.0,14.283667560359481
30,0.027724430999342076,-388.0,300.0,14.928869626654185
31,0.02859589199920265,-389.84,300.0,15.120855360545983
32,0.029471777999333426,-424.16,300.0,15.784408171671334
33,0.03027360599912754,-390.01,300.0,15.200887609243091
34,0.03116155299926504,-404.93,300.0,16.171614038182533
35,0.032045733999211734,-375.24,300.0,16.818163719326822
36,0.03320717199903811,-373.32,300.0,17.051426921666767
37,0.034094079999249516,-389.97,300.0,17.844888599172872
38,0.035157443999423776,-368.55,300.0,18.05833169792101
39,0.03597073199921397,-430.21,300.0,17.889977897255154
40,0.03681987799905073,-375.67,300.0,16.76611740764941
41,0.03761281599895483,-390.35,300.0,17.998649799333375
42,0.0384005599989905,-372.43,300.0,17.271526138035906
43,0.03920786999901793,-398.31,300.0,16.48269650798634
44,0.04000363999898582,-400.01,300.0,15.033884387441734
45,0.040796177998799976,-411.07,300.0,15.732059576863733
46,0.04160883799863768,-412.14,300.0,15.724945349553682
47,0.04258010599846784,-437.21,300.0,15.203824414515879
48,0.04337175799855686,-417.81,300.0,14.975868328442335
49,0.04415770599848656,-398.52,300.0,15.06752422693054
50,0.04494896899836931,-359.35,300.0,14.984027109315104
51,0.04582166399836751,-354.95,300.0,13.960306724213627
52,0.04667898599836917,-377.05,300.0,13.818945119596998
53,0.047462077998488894,-373.27,300.0,14.00204314014665
54,0.048245603998566366,-370.89,300.0,14.110460427002735
55,0.04943709699864485,-372.85,300.0,12.59930510085387
56,0.05059312799858162,-374.53,300.0,13.109539926026883
57,0.05168501899856892,-361.02,300.0,13.243747790760898
58,0.05254359299851785,-451.58,300.0,12.878719074350562
59,0.05370172999846545,-399.01,300.0,12.633853164687277
60,0.05462447299851192,-413.17,300.0,14.02925213070028
61,0.05542077799850631,-374.04,300.0,14.080245684812075
62,0.05628982099847235,-394.27,300.0,13.705316842225892
63,0.058454112998333585,-379.69,300.0,14.387251243591853
64,0.05941885799825286,-378.43,300.0,15.967959724840256
65,0.06040332799830139,-403.39,300.0,16.194525241779683
66,0.061216472998239624,-387.03,300.0,15.67403308544488
67,0.062165543998389694,-364.82,300.0,15.863669983512523
68,0.06295141399846216,-377.91,300.0,15.250283317585815
69,0.06398574699846904,-366.61,300.0,14.76727221775268
70,0.06525119999855633,-389.7,300.0,14.08260847205031
71,0.06604356899856612,-370.42,300.0,14.667731058880932
72,0.06688335399849166,-395.73,300.0,14.916122073592993
73,0.06768067599841743,-395.01,300.0,15.028592894134139
74,0.06847538199826886,-420.28,300.0,13.483997358120547
75,0.06927585299808925,-392.45,300.0,13.807848216704297
76,0.07005797199803965,-400.85,300.0,13.73099937804042
77,0.07090003499797604,-383.32,300.0,14.905946303764177
78,0.07168350399797419,-361.6,300.0,15.0469097000209
79,0.07253203899790606,-375.94,300.0,15.790982490452588
80,0.07331746999807365,-370.89,300.0,15.724598613275825
81,0.07411465399809458,-370.41,300.0,14.723575507221005
82,0.0749127229980786,-383.65,300.0,14.855262395559077
83,0.07570461299815179,-371.95,300.0,13.639658663101844
84,0.07649173699815037,-389.11,300.0,13.62200775122156
85,0.07728976599810267,-407.77,300.0,13.732586165521067
86,0.07808862599813438,-405.44,300.0,14.332333513840592
87,0.07900120499812147,-387.77,300.0,12.49815698464495
88,0.0797952049979358,-374.63,300.0,13.71126217796496
89,0.08058891499786114,-393.5,300.0,13.506530923522789
90,0.08137209099777465,-362.02,300.0,13.781967892767819
91,0.08217002099786441,-394.61,300.0,14.948146668108683
92,0.08345852099773765,-586.63,300.0,14.716507543107264
93,0.08424401699767259,-394.78,300.0,15.069172406859717
94,0.08504321299778894,-384.34,300.0,16.148655432544665
95,0.08592110499785122,-381.18,300.0,16.256937698407633
96,0.08672007599784592,-439.17,300.0,15.238093465363027
97,0.08751764099770298,-372.12,300.0,15.35127753115384
98,0.08831572799772403,-377.38,300.0,14.50967395218727
99,0.08910888899754354,-385.43,300.0,14.530207714686952
100,0.08992311499741845,-380.21,300.0,14.146482333666606
101,0.09072003799747108,-381.64,300.0,13.835852746581239
102,0.09151307199749681,-395.29,300.0,13.514427020267778
103,0.09238355599745773,-413.37,300.0,14.945139760926457
104,0.09319029299740578,-399.69,300.0,14.461114836059295
105,0.09401408399730826,-375.98,300.0,13.823057436121985
106,0.09489148799730174,-392.6,300.0,13.932467731702975
107,0.09568907099719581,-402.34,300.0,14.181343892721326
108,0.09649172499712222,-383.63,300.0,14.695723199925904
109,0.09728533299698938,-399.65,300.0,14.513375283389866
110,0.0980958039970119,-368.48,300.0,13.810740588422693
111,0.0988958659970649,-376.02,300.0,13.471261752788
112,0.09968424599696846,-381.3,300.0,13.412911208554402
113,0.10048089699694174,-390.66,300.0,11.592401463152697
114,0.10127532799697292,-424.66,300.0,11.330399184147682
115,0.10213619099704374,-396.7,300.0,12.379691631619703
116,0.1030147749970638,-368.25,300.0,12.787317314336148
117,0.1037729289971594,-374.68,300.0,13.372430505796824
118,0.10456197999724282,-372.51,300.0,13.528914565731856
119,0.10532347199728065,-386.6,300.0,13.622163181974036
120,0.10619822099715748,-396.39,300.0,13.55629236649016
121,0.10696331399731207,-365.65,300.0,14.128317987960077
122,0.10773903399740448,-390.51,300.0,14.150056379775986
123,0.10922412899731171,-387.0,300.0,14.924519113163319
124,0.10998993299745052,-362.04,300.0,14.652735951652616
125,0.11083544099756182,-388.82,300.0,14.882071425524396
126,0.11161522499764942,-398.11,300.0,14.647523561110518
127,0.1123850449978363,-424.95,300.0,14.31844016811819
128,0.11316083599785998,-374.86,300.0,13.485945447476919
129,0.11392907499794092,-404.74,300.0,13.908546242044588
130,0.11472050099791886,-372.43,300.0,14.833194405679228
131,0.11549385499779419,-412.48,300.0,13.877483148554665
132,0.11625507499775267,-450.37,300.0,15.391101239789464
133,0.11701824599754218,-368.58,300.0,14.922952220496217
134,0.1177682029974676,-382.57,300.0,14.963951611926793
135,0.11851161499748741,-365.15,300.0,13.7786878576319
136,0.11926478599752954,-383.26,300.0,13.622784856489393
137,0.12001574799751324,-404.67,300.0,13.462044657211226
138,0.12076203599735891,-405.11,300.0,14.096421933733492
139,0.12777962199720605,-355.83,300.0,13.653903780583363
140,0.1285907519970806,-364.21,300.0,13.484660766370855
141,0.12933571899702656,-366.64,300.0,13.526400667007795
142,0.1300880769970263,-366.89,300.0,11.999345827795434
143,0.13082946699705644,-353.96,300.0,11.970929115272648
144,0.1315715549972083,-381.99,300.0,12.538317433199596
145,0.13232002099721285,-375.8,300.0,13.949814297392487
146,0.1330764179972448,-472.91,300.0,13.793088642389318
147,0.13391068899704806,-447.9,300.0,13.060447599228718
148,0.13465137599700938,-460.81,300.0,12.966245390395226
149,0.13539367899693389,-352.35,300.0,12.240968702917794
150,0.13615530199695058,-371.17,300.0,11.488071448089656
151,0.13690261999681752,-389.57,300.0,11.861328288659632
152,0.13765296399674298,-389.27,300.0,12.487430341337506
153,0.13838940399659805,-454.22,300.0,12.942725732995077
154,0.13913147899666,-365.9,300.0,12.765768540077492
155,0.1398761429966271,-431.62,300.0,12.200105734382287
156,0.14062457299655762,-389.7,300.0,12.340862210638868
157,0.1418504059965926,-400.85,300.0,12.291488820300277
158,0.14260316699665054,-382.04,300.0,12.583865117019291
159,0.14334888399662304,-381.84,300.0,13.758140702317116
160,0.14408465899646217,-374.58,300.0,14.737877309113719
161,0.14483988499659972,-368.73,300.0,15.284267178474732
162,0.14561244899664416,-383.14,300.0,15.366602856689749
163,0.14639455099654697,-370.6,300.0,16.03691526154103
164,0.14714393699659922,-377.63,300.0,15.957781057728411
165,0.1478870269966137,-388.33,300.0,15.80103647022581
