1,5768.77282883
2,4586.30854452
3,413.529655251
4,290.381360395
5,245.85239065
6,201.27170723
7,136.430340655
8,62.4532468111
9,47.3585968035
10,40.3824768357
11,28.8871097064
12,21.07970123
13,19.966135511
14,18.0564892257
15,14.7177274377
16,13.0955162508
17,11.6703013728
18,9.66746416371
19,9.25634146267
20,8.39784984637
21,8.27810398529
22,7.98606520277
23,6.84047194095
24,6.0433799342
25,6.01151927905
26,5.64950052778
27,5.54797160687
28,5.19520546868
29,5.03627394698
30,4.68099360877
31,4.41371462301
32,4.09598851335
33,3.73683674167
34,3.18684224745
35,3.0097665072
36,2.850824428
