0,0.00710021786705
1,0.00438592009454
2,0.0119233336319
3,0.0108872079383
4,0.00792644539776
5,0.00592708168367
6,0.00437314597581
7,0.00328927455285
8,0.00435528936753
9,0.00879894908264
10,0.00561535779342
11,0.00621877637666
12,0.00664286709569
13,0.0100030638605
14,0.00619647039948
15,0.00642513447612
16,0.206267011345
17,0.00646133986324
18,0.209552545796
19,0.347562957494
20,0.0169814358352
21,0.0037458774339
22,0.0146145692231
23,0.00684577532774
24,0.0098333828914
25,0.0110340766321
26,0.00400635738158
27,0.00329285019804
28,0.00897891436138
29,0.00269136668909
30,0.00456293820043
31,0.00241598714475
32,0.00613659359771
33,0.0110149343193
34,0.0110717944884
35,0.00286075618311
