Cluster size,Silhouette Score,Completeness Score,Homogeneity Score
2,0.868378473928,0.0558821064512,0.01160307944
5,0.770961928047,0.0605591754706,0.0417409920635
10,0.601596275798,0.0615084519114,0.105717044881
15,0.547337055286,0.0634764323781,0.1429959807
20,0.500049031695,0.0583682697081,0.155480268442
25,0.475568918511,0.0566966235231,0.169331877325
30,0.458750634363,0.0550969613163,0.175703667611
35,0.398881487,0.0514311096705,0.191270623429
40,0.43703503284,0.0515251012694,0.185545842743
