0,0.0226830585196
1,0.0574704753853
2,0.0470540489172
3,0.00350069768898
4,0.259269713255
5,0.11107126829
6,0.000169835166819
7,0.0135379978303
8,0.00430035211502
9,0.000899287490838
10,0.0
11,0.0244677455904
12,0.0112596363256
13,0.0
14,0.000449961527598
15,0.00165098351781
16,0.0
17,0.00173700666707
18,0.00500356203398
19,0.0
20,0.00930219305241
21,0.000917834690107
22,0.00508051286483
23,0.0
24,0.00338192452878
25,0.0
26,0.0
27,0.0
28,0.0
29,0.00207000211064
30,0.0365193088777
31,0.00351972056503
32,0.0708900457806
33,0.00598707589325
34,0.00489050489877
35,0.0
36,0.0151297470926
37,0.0011949451848
38,0.0175617937769
39,0.0123569402984
40,0.00747120026369
41,0.0311500264695
42,0.0
43,0.0
44,0.0
45,0.0181712000138
46,0.0091286179796
47,0.00623252191295
48,0.0
49,0.00854986139041
50,0.129636364137
51,0.00447305753428
52,0.0273230522759
53,0.0
54,0.00123959338884
55,0.00178682953086
56,0.00150949516642
