2,870.401881323
3,993.793494332
4,754.338461091
5,607.223838548
6,513.208634454
7,543.201376884
8,489.405786116
9,440.552695607
10,409.836937801
11,376.044676877
12,352.34300118
13,333.502676325
14,315.85273444
15,306.8835994
16,224.894349317
17,317.197892773
18,306.256831736
19,291.832348437
20,284.832595881
21,295.493607029
22,230.371038146
23,252.116720857
24,282.760907435
25,273.134145152
26,267.230443311
27,212.204216344
28,258.464576937
29,258.230298822
30,290.843580527
31,286.313695684
32,281.605820501
33,278.983536313
34,277.523064981
35,274.664547952
36,301.726733306
37,302.990633242
38,303.383051181
39,295.042333972
40,291.722541454
41,296.124136984
42,297.19986743
43,292.340780381
44,289.569975479
45,280.807578221
46,280.996140986
47,265.081087933
48,295.358419102
49,306.564703535
50,301.803469594
51,309.20208233
52,308.529365018
53,304.391387867
54,272.23875208
55,309.660960621
56,312.694568332
